episode,timestep,reward
117,2000,13.9787
230,4000,13.9895
325,6000,19.2918
413,8000,22.5728
484,10000,30.4518
536,12000,48.5905
577,14000,74.562
627,16000,59.9556
657,18000,107.074
689,20000,102.6491
723,22000,103.9974
748,24000,141.5065
770,26000,161.2504
791,28000,183.6197
811,30000,176.9536
831,32000,186.9398
850,34000,192.917
870,36000,180.972
888,38000,209.6621
907,40000,196.2988
924,42000,219.8079
940,44000,231.4034
956,46000,234.9043
970,48000,244.3456
985,50000,264.5541
1001,52000,242.7234
1017,54000,250.07
1034,56000,235.643
1048,58000,291.8931
1062,60000,287.6202
1077,62000,268.2375
1092,64000,288.2348
1107,66000,279.9057
1121,68000,301.6561
1136,70000,295.5041
1151,72000,285.3801
1165,74000,305.2229
1180,76000,294.7359
1194,78000,328.1436
1207,80000,319.3367
1221,82000,339.0506
1233,84000,361.2151
1247,86000,337.7778
1260,88000,349.8742
1273,90000,348.0125
1285,92000,373.5707
1299,94000,346.5125
1311,96000,386.9119
1323,98000,362.945
1336,100000,356.1371
1349,102000,351.2545
1361,104000,392.6695
1373,106000,383.2329
1384,108000,420.2369
1395,110000,424.3282
1407,112000,406.4222
1418,114000,418.9689
1430,116000,393.8197
1440,118000,476.8923
1450,120000,440.9147
1462,122000,425.1889
1474,124000,418.5861
1485,126000,435.49
1495,128000,482.0119
1506,130000,462.694
1516,132000,479.8635
1526,134000,490.6256
1536,136000,493.7385
1546,138000,507.7396
1556,140000,473.3323
1566,142000,499.3938
1574,144000,584.8196
1583,146000,499.781
1592,148000,641.4744
1600,150000,668.9611
1609,152000,539.2864
1619,154000,512.9043
1625,156000,737.2689
1632,158000,702.2557
1640,160000,602.724
1648,162000,627.7441
1657,164000,560.5465
1664,166000,739.0921
1671,168000,606.5911
1678,170000,721.1099
1685,172000,846.4124
1692,174000,699.4809
1701,176000,585.2622
1708,178000,703.4077
1716,180000,716.2141
1722,182000,735.7057
1732,184000,558.6171
1740,186000,654.6063
1748,188000,623.0832
1755,190000,744.4808
1762,192000,739.901
1769,194000,741.1998
1776,196000,797.7804
1783,198000,719.1436
1791,200000,623.1694
1799,202000,642.9384
1806,204000,750.3706
1814,206000,709.5459
1819,208000,772.1601
1828,210000,676.8092
1835,212000,725.5405
1842,214000,740.3016
1850,216000,690.4222
1857,218000,719.2257
1862,220000,926.6357
1868,222000,954.334
1875,224000,727.8458
1882,226000,754.6712
1889,228000,744.2876
1895,230000,806.2854
1902,232000,768.8768
1908,234000,809.9336
1915,236000,796.9393
1920,238000,736.8161
1928,240000,801.7533
1935,242000,834.9567
1943,244000,615.7294
1950,246000,853.3725
1957,248000,719.7903
1963,250000,850.7788
1969,252000,627.1906
1976,254000,1008.8673
1980,256000,1095.3589
1986,258000,1040.0383
1992,260000,952.5294
1999,262000,779.0566
2004,264000,924.5018
2010,266000,899.6475
2014,268000,986.9019
2019,270000,1206.7114
2026,272000,828.1502
2031,274000,991.8111
2039,276000,710.1996
2044,278000,924.7744
2047,280000,1853.068
2054,282000,811.081
2061,284000,753.9984
2066,286000,978.9758
2070,288000,1220.7081
2074,290000,1429.3374
2079,292000,1085.1878
2086,294000,753.0171
2090,296000,1329.2338
2096,298000,884.097
2104,300000,626.6338
2111,302000,872.8819
2117,304000,851.4652
2124,306000,773.1773
2127,308000,1338.316
2133,310000,1188.2197
2139,312000,893.953
2146,314000,763.6088
2152,316000,838.8788
2158,318000,964.0295
2162,320000,826.1214
2169,322000,1071.1463
2174,324000,977.6305
2181,326000,802.4221
2186,328000,1043.1864
