episode,timestep,reward
78,2000,30.9293
134,4000,59.3485
179,6000,75.8352
217,8000,95.6366
243,10000,155.7927
268,12000,171.3771
300,14000,120.8871
332,16000,126.8472
357,18000,179.0538
385,20000,151.9204
423,22000,105.9213
458,24000,104.3614
492,26000,113.2817
527,28000,106.5748
563,30000,106.0414
595,32000,129.5095
620,34000,166.6027
653,36000,115.2538
687,38000,109.3079
725,40000,99.9586
760,42000,105.536
790,44000,134.5363
818,46000,154.0019
846,48000,152.2568
867,50000,207.2134
894,52000,164.7745
916,54000,197.0455
941,56000,167.5093
970,58000,141.8561
1001,60000,121.37
1036,62000,105.6563
1070,64000,103.7289
1104,66000,102.7255
1150,68000,76.2353
1193,70000,81.6562
1249,72000,57.9812
1305,74000,57.6951
1361,76000,57.3567
1418,78000,57.3311
1474,80000,57.9156
1534,82000,54.9735
1590,84000,57.6042
1644,86000,59.3524
1698,88000,59.217
1755,90000,55.9
1814,92000,55.552
1870,94000,56.9389
1925,96000,58.2114
1984,98000,55.33
2042,100000,55.6565
2099,102000,56.5915
2154,104000,57.7453
2211,106000,56.7684
2268,108000,57.0158
2327,110000,55.2652
2384,112000,57.586
2439,114000,58.6962
2494,116000,59.2519
2550,118000,58.4984
2605,120000,59.0199
2660,122000,58.8629
2717,124000,57.5254
2772,126000,59.5882
2828,128000,58.5189
2881,130000,60.8536
2935,132000,59.6389
2991,134000,59.0126
3044,136000,59.6925
3100,138000,58.8518
3159,140000,56.4212
3219,142000,54.6039
3282,144000,53.1115
3341,146000,55.1473
3404,148000,53.3812
3463,150000,55.3202
3521,152000,56.2581
3577,154000,58.8818
3631,156000,59.2815
3689,158000,56.7208
3747,160000,56.3093
3805,162000,56.3772
3863,164000,57.6468
3920,166000,57.4846
3977,168000,57.299
4034,170000,57.5828
4088,172000,58.9867
4141,174000,60.6661
4197,176000,57.6823
4253,178000,57.7597
4309,180000,58.147
4364,182000,58.3095
4420,184000,57.7752
4473,186000,60.7031
4527,188000,59.4119
4584,190000,56.8514
4640,192000,57.8357
4697,194000,57.0429
4751,196000,60.0773
4807,198000,57.9538
4864,200000,56.8029
4922,202000,55.53
4979,204000,56.8736
5038,206000,55.5871
5097,208000,55.024
5157,210000,55.1483
5216,212000,54.9748
5275,214000,54.8956
5333,216000,56.6632
5390,218000,56.4584
5450,220000,54.504
5509,222000,55.0158
5564,224000,57.7637
5622,226000,56.2556
5678,228000,56.7938
5734,230000,57.7203
5792,232000,54.5415
5850,234000,55.499
5906,236000,57.1116
5962,238000,56.9396
6017,240000,57.7845
6074,242000,55.6961
6133,244000,55.0448
6192,246000,55.511
6251,248000,54.7793
6306,250000,57.8065
6362,252000,57.6466
6418,254000,56.9088
6473,256000,57.8096
6530,258000,56.9699
6586,260000,56.7518
6642,262000,56.8667
6698,264000,56.8211
6755,266000,55.8215
6814,268000,54.2772
6872,270000,55.0422
6929,272000,55.4273
6989,274000,53.7549
7048,276000,54.2928
7105,278000,55.6014
7162,280000,56.3559
7218,282000,56.4726
7273,284000,58.3543
7328,286000,57.6822
7384,288000,57.1806
7440,290000,56.3498
7497,292000,57.0643
7555,294000,56.0887
7614,296000,55.9579
7671,298000,56.5985
7729,300000,55.8375
7788,302000,56.0371
7846,304000,55.7633
7905,306000,55.917
7965,308000,54.4495
8025,310000,54.8936
8082,312000,56.7553
8138,314000,58.1512
8194,316000,57.7368
