episode,timestep,reward
87,2000,25.7269
108,4000,149.3993
127,6000,190.8677
147,8000,159.9767
161,10000,246.9988
175,12000,239.9937
190,14000,221.9079
206,16000,215.6569
217,18000,251.4613
229,20000,281.4362
243,22000,220.44
259,24000,209.8977
275,26000,226.0779
291,28000,218.4647
305,30000,244.4827
315,32000,298.7793
323,34000,304.4018
331,36000,381.162
342,38000,285.0298
352,40000,237.5801
364,42000,295.657
372,44000,342.4223
382,46000,293.6008
387,48000,456.8166
395,50000,352.4457
402,52000,378.651
411,54000,314.9136
423,56000,245.9067
431,58000,316.0604
441,60000,307.1342
451,62000,205.104
457,64000,357.7132
464,66000,342.1322
471,68000,276.1726
476,70000,497.7062
487,72000,173.4215
489,74000,769.185
495,76000,394.48
503,78000,278.6277
512,80000,256.1773
519,82000,340.0564
526,84000,404.4184
531,86000,460.7581
539,88000,377.354
546,90000,355.7777
552,92000,445.9821
557,94000,511.3709
562,96000,479.867
570,98000,366.4717
575,100000,478.2507
582,102000,373.2977
591,104000,300.307
601,106000,299.1752
609,108000,361.6493
616,110000,384.4805
624,112000,359.6619
633,114000,355.4998
640,116000,413.8409
649,118000,335.7979
658,120000,351.3682
668,122000,321.5888
678,124000,309.244
688,126000,331.7856
699,128000,298.2931
709,130000,327.6593
720,132000,320.6989
730,134000,342.0989
743,136000,299.7141
755,138000,321.1771
766,140000,316.0117
780,142000,272.1824
795,144000,251.6708
810,146000,232.2908
822,148000,283.5511
835,150000,289.7153
850,152000,258.6426
867,154000,218.5362
883,156000,205.2782
899,158000,257.635
916,160000,209.4259
932,162000,227.4526
945,164000,243.4461
959,166000,228.1643
972,168000,264.9079
983,170000,274.3164
993,172000,281.1322
1004,174000,312.7278
1015,176000,277.8866
1024,178000,372.2434
1034,180000,317.2411
1044,182000,365.7442
1054,184000,328.6064
1064,186000,348.3361
1074,188000,307.6407
1084,190000,341.6696
1093,192000,350.0732
1102,194000,340.1105
1108,196000,421.8637
1117,198000,329.8174
1124,200000,352.5402
1132,202000,348.9761
1139,204000,349.8428
1148,206000,359.2052
1156,208000,414.8089
1166,210000,302.7429
1177,212000,329.5886
1189,214000,277.2509
1202,216000,262.5103
1215,218000,250.9666
1227,220000,278.6564
1241,222000,248.7802
1255,224000,257.9309
1271,226000,229.3691
1285,228000,239.9245
1298,230000,260.0118
1308,232000,316.7775
1318,234000,309.2289
1332,236000,242.3958
1345,238000,250.565
1359,240000,232.0201
1375,242000,223.8449
1388,244000,226.3222
1402,246000,230.6577
1415,248000,244.2645
1429,250000,235.7752
1445,252000,217.0995
1458,254000,246.4407
1473,256000,252.7895
1487,258000,251.954
1503,260000,222.6114
1519,262000,240.6573
1535,264000,240.8293
1552,266000,222.9377
1567,268000,256.1527
1582,270000,245.1129
1598,272000,245.801
1613,274000,241.5654
1628,276000,248.4242
1645,278000,229.9484
1660,280000,256.543
1676,282000,222.475
1693,284000,236.4306
1714,286000,211.576
1733,288000,216.8332
1753,290000,221.7583
1776,292000,188.9731
1796,294000,219.2753
1815,296000,224.6765
1833,298000,231.9862
1851,300000,229.4444
1867,302000,241.1581
1884,304000,242.4071
1899,306000,246.0588
1912,308000,268.9047
1925,310000,259.8699
1938,312000,246.7913
1955,314000,243.8132
1969,316000,252.2976
1984,318000,247.2595
1998,320000,219.8539
2012,322000,222.5433
2024,324000,263.5287
2040,326000,218.8412
2058,328000,232.8999
2076,330000,210.081
2094,332000,221.182
2111,334000,237.403
2127,336000,230.6082
2147,338000,195.4344
2164,340000,226.1381
2184,342000,209.4521
2203,344000,224.339
2220,346000,231.8037
2240,348000,214.8747
2260,350000,217.8737
2281,352000,218.9664
2300,354000,219.3697
2319,356000,224.5255
2338,358000,220.3048
2359,360000,211.1112
2379,362000,217.6187
2400,364000,211.6378
2420,366000,219.008
2440,368000,205.947
2458,370000,215.7705
2477,372000,222.347
2498,374000,204.9711
2517,376000,216.3345
2538,378000,208.7972
2559,380000,207.4717
2580,382000,211.8557
2602,384000,210.0931
2623,386000,211.7839
2645,388000,210.8531
2666,390000,207.533
2688,392000,202.3799
2710,394000,210.5071
2731,396000,207.0439
2754,398000,194.8666
2775,400000,214.0
2794,402000,222.3232
2815,404000,209.5588
2834,406000,223.8796
2853,408000,218.0316
2873,410000,213.523
2893,412000,220.5601
2912,414000,220.9336
2932,416000,207.4489
2951,418000,207.5782
2971,420000,220.1724
2990,422000,215.3436
3010,424000,210.2724
3029,426000,221.7623
3049,428000,210.3102
3069,430000,218.6846
3088,432000,221.4508
3107,434000,215.308
3126,436000,220.5434
3144,438000,222.3925
3164,440000,206.7052
3182,442000,218.7012
3202,444000,206.0759
3220,446000,220.7789
3239,448000,213.1741
3256,450000,227.4946
3273,452000,235.124
3290,454000,221.6047
3307,456000,228.2779
3324,458000,215.8049
3339,460000,244.2695
3354,462000,237.8084
3368,464000,256.9176
3383,466000,247.6451
3396,468000,263.7244
3409,470000,260.3187
3425,472000,229.6532
3443,474000,211.9685
3461,476000,209.5764
3479,478000,212.3727
